UserID	ItemID	OriginalRate	PredictRate
1	6	5.0	3.6814814814814816
1	10	3.0	3.6814814814814816
1	12	5.0	3.6814814814814816
1	14	5.0	3.6814814814814816
1	17	3.0	3.6814814814814816
1	20	4.0	3.7089264041336483
1	23	4.0	3.6814814814814816
1	24	3.0	3.6814814814814816
1	27	2.0	3.694368664845968
1	31	3.0	3.6814814814814816
1	33	4.0	3.6814814814814816
1	36	2.0	3.6814814814814816
1	39	4.0	3.543124463907671
1	44	5.0	3.6814814814814816
1	47	4.0	3.6814814814814816
1	49	3.0	3.6745736654944143
1	51	4.0	3.6814814814814816
1	53	3.0	3.6814814814814816
1	54	3.0	3.6814814814814816
1	56	4.0	3.771283089313358
1	60	5.0	3.6814814814814816
1	61	4.0	3.6814814814814816
1	62	3.0	3.6814814814814816
1	64	5.0	3.7804747575153717
1	65	4.0	3.586528747326526
1	67	3.0	3.6814814814814816
1	69	3.0	3.586528747326526
1	70	3.0	3.6814814814814816
1	72	4.0	3.6814814814814816
1	73	3.0	3.683501752420949
1	74	1.0	3.6814814814814816
1	76	4.0	3.6814814814814816
1	78	1.0	3.6814814814814816
1	80	4.0	3.6814814814814816
1	81	5.0	3.6814814814814816
1	82	5.0	3.6814814814814816
1	84	4.0	3.6814814814814816
1	85	3.0	3.6814814814814816
1	86	5.0	3.6814814814814816
1	90	4.0	3.6814814814814816
1	91	5.0	3.771283089313358
1	92	3.0	3.6814814814814816
1	96	5.0	3.6814814814814816
1	97	3.0	3.6814814814814816
1	98	4.0	3.841117550380402
1	100	5.0	3.7980758174291633
1	102	2.0	3.6814814814814816
1	103	1.0	3.6814814814814816
1	104	1.0	3.6814814814814816
1	107	4.0	3.6814814814814816
1	108	5.0	3.6814814814814816
1	112	1.0	3.6814814814814816
1	113	5.0	3.6814814814814816
1	114	5.0	3.6814814814814816
1	117	3.0	3.8305298697585948
1	118	3.0	3.6125778758343343
1	120	1.0	3.6814814814814816
1	121	4.0	3.551035856501221
1	125	3.0	3.6342059024193176
1	128	4.0	3.6814814814814816
1	129	5.0	3.6814814814814816
1	130	3.0	3.6814814814814816
1	132	4.0	3.6814814814814816
1	134	4.0	3.6814814814814816
1	140	1.0	3.6814814814814816
1	143	1.0	3.694368664845968
1	145	2.0	3.6814814814814816
1	148	2.0	3.7028182090497337
1	150	5.0	3.612869174851065
1	151	4.0	3.6745736654944143
1	154	5.0	3.6814814814814816
1	155	2.0	3.6814814814814816
1	157	4.0	3.6814814814814816
1	159	3.0	3.6814814814814816
1	160	4.0	3.6814814814814816
1	161	4.0	3.6814814814814816
1	163	4.0	3.6814814814814816
1	164	3.0	3.6814814814814816
1	170	5.0	3.6814814814814816
1	171	5.0	3.6814814814814816
1	174	5.0	3.7693120493651153
1	175	5.0	3.6745736654944143
1	177	5.0	3.6814814814814816
1	180	3.0	3.6814814814814816
1	183	5.0	3.6814814814814816
1	184	4.0	3.6814814814814816
1	185	4.0	3.651794935893617
1	186	4.0	3.6497746649541503
1	188	3.0	3.6814814814814816
1	189	3.0	3.6814814814814816
1	190	5.0	3.6814814814814816
1	193	4.0	3.6814814814814816
1	196	5.0	3.6814814814814816
1	200	3.0	3.6814814814814816
1	201	3.0	3.6814814814814816
1	202	5.0	3.771283089313358
1	206	4.0	3.6814814814814816
1	208	5.0	3.771283089313358
1	209	4.0	3.6814814814814816
1	210	4.0	3.6814814814814816
1	212	4.0	3.6814814814814816
1	213	2.0	3.6814814814814816
1	214	4.0	3.6814814814814816
1	215	3.0	3.7996295730549536
1	218	3.0	3.6814814814814816
1	219	1.0	3.6814814814814816
1	221	5.0	3.6814814814814816
1	222	4.0	3.6281574977220568
1	224	5.0	3.6814814814814816
1	225	2.0	3.6814814814814816
1	226	3.0	3.6814814814814816
1	227	4.0	3.6814814814814816
1	228	5.0	3.6814814814814816
1	229	4.0	3.6814814814814816
1	230	4.0	3.6814814814814816
1	232	3.0	3.6814814814814816
1	233	2.0	3.6814814814814816
1	235	5.0	3.60071257506989
1	236	4.0	3.7103275194856216
1	241	4.0	3.6814814814814816
1	242	5.0	3.7011771628056587
1	243	1.0	3.599690692469848
1	248	4.0	3.6497746649541503
1	250	4.0	3.7089264041336483
1	252	2.0	3.6814814814814816
1	253	5.0	3.6814814814814816
1	254	1.0	3.6814814814814816
1	255	2.0	3.586528747326526
1	258	5.0	3.6433754401602316
1	259	1.0	3.7028182090497337
1	260	1.0	3.6717753926241197
1	262	3.0	3.6814814814814816
1	264	2.0	3.6717753926241197
1	265	4.0	3.7103275194856216
1	266	1.0	3.6814814814814816
1	267	4.0	3.6814814814814816
1	272	3.0	3.6814814814814816
2	13	4.0	3.8
2	19	3.0	3.8
2	50	5.0	3.8
2	251	5.0	3.8
2	257	4.0	3.8
2	279	4.0	3.8
2	280	3.0	3.8
2	281	3.0	3.8
2	290	3.0	3.8
2	292	4.0	3.6925633577333805
2	297	4.0	3.8
2	298	3.0	3.8
2	299	4.0	3.8
2	301	4.0	3.6776049728934153
2	303	4.0	3.93142399050905
2	307	3.0	3.851921241017396
2	308	3.0	3.8
2	312	3.0	3.754568914109778
2	313	5.0	3.9044189150033595
2	314	1.0	3.8
2	315	1.0	3.956340156020756
2	316	5.0	3.851921241017396
3	245	1.0	2.925623947026228
3	264	2.0	3.0283226757463217
3	272	2.0	3.0
3	294	2.0	3.062245162227419
3	299	3.0	3.0
3	300	2.0	3.1288520062207557
3	307	3.0	2.7899219184334245
3	318	4.0	3.0735691754099013
3	323	2.0	2.940512111702735
3	324	2.0	3.0
3	327	4.0	3.102644202955551
3	328	5.0	2.7477400991604792
3	330	2.0	3.0
3	331	4.0	3.0
3	332	1.0	2.9292047528868
3	334	3.0	3.0824739491926896
3	335	1.0	3.0
3	337	1.0	2.907745765852491
3	341	1.0	3.018922910539362
3	343	3.0	3.0
3	345	3.0	3.092254234147509
3	348	4.0	3.032766345850244
3	349	3.0	3.018922910539362
3	350	3.0	2.983505210161462
3	351	3.0	3.0
3	354	3.0	3.0
4	50	5.0	4.357142857142857
4	260	4.0	4.393173410783234
4	264	3.0	4.357142857142857
4	288	4.0	4.406809295267734
4	294	5.0	4.311319225386727
4	303	5.0	4.357142857142857
4	354	5.0	4.281980706290154
4	356	3.0	4.357142857142857
4	357	4.0	4.357142857142857
4	361	5.0	4.357142857142857
5	1	4.0	3.3648305200452904
5	2	3.0	2.956043956043956
5	17	4.0	2.9072231793020658
5	24	4.0	2.9300055879930684
5	40	4.0	3.0070206646013236
5	42	5.0	2.956043956043956
5	62	4.0	3.0373061710859806
5	69	1.0	3.011556536287181
5	79	3.0	3.1704658279680196
5	80	2.0	2.9072231793020658
5	89	5.0	3.059251286006458
5	90	3.0	2.956043956043956
5	94	3.0	2.8644092232346825
5	98	3.0	3.0434925493996063
5	100	5.0	2.919726168616841
5	102	3.0	2.956043956043956
5	109	5.0	3.0070206646013236
5	110	1.0	2.956043956043956
5	139	3.0	2.9072231793020658
5	143	3.0	3.1389054397184486
5	144	3.0	3.1646501688645423
5	153	5.0	2.919726168616841
5	154	3.0	2.7613067702388556
5	167	2.0	2.9072231793020658
5	173	4.0	3.1715377255412895
5	176	3.0	2.9470417465680674
5	185	3.0	3.2134709456064323
5	209	5.0	2.963926510197532
5	211	4.0	2.9611080411359527
5	214	3.0	2.823661245503116
5	219	3.0	2.6278971201075643
5	222	4.0	3.079451373301395
5	225	2.0	2.913229999976573
5	227	4.0	2.8436192378863403
5	230	3.0	3.3704935859356615
5	231	2.0	2.960860026066222
5	234	2.0	2.9689765813565834
5	241	1.0	2.8994117204784184
5	243	1.0	2.956043956043956
5	259	1.0	2.956043956043956
5	267	4.0	2.956043956043956
5	363	3.0	2.956043956043956
5	364	1.0	2.956043956043956
5	369	1.0	2.956043956043956
5	370	1.0	2.956043956043956
5	372	3.0	2.956043956043956
5	376	2.0	2.956043956043956
5	377	1.0	2.956043956043956
5	379	3.0	3.003673982133605
5	382	5.0	2.956043956043956
5	384	3.0	2.9072231793020658
5	385	4.0	3.061388709452697
5	388	2.0	2.9072231793020658
5	389	1.0	2.956043956043956
5	391	4.0	2.810772376470527
5	393	2.0	3.061017990242548
5	394	2.0	2.956043956043956
5	397	2.0	2.956043956043956
5	400	1.0	2.956043956043956
5	402	1.0	2.956043956043956
5	403	3.0	3.1070229358221755
5	407	3.0	2.956043956043956
5	410	1.0	3.004810603336503
5	411	1.0	2.913229999976573
5	413	3.0	3.003673982133605
5	417	3.0	2.956043956043956
5	418	3.0	2.921112554130149
5	421	1.0	2.969030710805927
5	422	4.0	2.956043956043956
5	423	4.0	3.0625332448445484
5	424	1.0	2.956043956043956
5	426	3.0	2.9072231793020658
5	428	5.0	2.963926510197532
5	429	3.0	2.913229999976573
5	433	5.0	3.0593054154558015
5	435	4.0	2.919726168616841
5	436	5.0	2.963926510197532
5	439	1.0	2.956043956043956
5	441	1.0	2.956043956043956
5	444	2.0	2.9072231793020658
5	445	3.0	2.956043956043956
5	453	1.0	2.956043956043956
5	454	1.0	2.956043956043956
5	457	1.0	2.956043956043956
6	14	5.0	3.472101699824376
6	15	3.0	3.476719976601458
6	19	4.0	3.581818181818182
6	23	4.0	3.581818181818182
6	28	2.0	3.581818181818182
6	32	4.0	3.581818181818182
6	56	4.0	3.6510020542637696
6	59	5.0	3.581818181818182
6	69	3.0	3.581818181818182
6	70	3.0	3.69621418537449
6	81	4.0	3.581818181818182
6	86	3.0	3.581818181818182
6	87	4.0	3.581818181818182
6	95	2.0	3.581818181818182
6	98	5.0	3.6010977260261736
6	100	5.0	3.5232816730111653
6	117	2.0	3.6445408802412715
6	124	5.0	3.6503593093380333
6	125	3.0	3.5244314195451105
6	131	5.0	3.581818181818182
6	133	4.0	3.552688130262145
6	134	5.0	3.6659159228372222
6	135	5.0	3.581818181818182
6	136	5.0	3.581818181818182
6	143	2.0	3.581818181818182
6	151	3.0	3.700078706601145
6	154	3.0	3.581818181818182
6	156	3.0	3.581818181818182
6	175	4.0	3.581818181818182
6	180	4.0	3.571305964190802
6	183	4.0	3.581818181818182
6	187	4.0	3.5458798779899694
6	188	3.0	3.581818181818182
6	189	3.0	3.581818181818182
6	193	3.0	3.581818181818182
6	195	4.0	3.581818181818182
6	197	5.0	3.5890334577546574
6	199	4.0	3.581818181818182
6	204	3.0	3.519712629205298
6	205	3.0	3.581818181818182
6	208	4.0	3.581818181818182
6	209	4.0	3.552688130262145
6	211	5.0	3.581818181818182
6	213	4.0	3.581818181818182
6	221	4.0	3.581818181818182
6	238	5.0	3.571305964190802
6	248	3.0	3.6071597228431025
6	258	2.0	3.709021414213797
6	269	4.0	3.624823165178366
6	275	4.0	3.562781663794074
6	276	2.0	3.5995456753820374
6	284	2.0	3.581818181818182
6	286	2.0	3.468118956232267
6	294	2.0	3.5142407390850603
6	297	3.0	3.581818181818182
6	301	2.0	3.6624421353837735
6	304	4.0	3.581818181818182
6	318	4.0	3.632631815774178
6	357	4.0	3.6894892546165052
6	423	3.0	3.581818181818182
6	432	4.0	3.581818181818182
6	458	1.0	3.581818181818182
6	459	2.0	3.581818181818182
6	463	4.0	3.581818181818182
6	466	4.0	3.581818181818182
6	467	4.0	3.581818181818182
6	469	5.0	3.581818181818182
6	470	3.0	3.581818181818182
6	471	2.0	3.5142407390850603
6	475	5.0	3.519712629205298
6	476	1.0	3.581818181818182
6	477	1.0	3.581818181818182
6	478	4.0	3.6010977260261736
6	479	5.0	3.587875611273034
6	480	4.0	3.700078706601145
6	481	5.0	3.581818181818182
6	483	5.0	3.6659159228372222
6	484	5.0	3.581818181818182
6	486	4.0	3.581818181818182
6	487	5.0	3.4543742062605207
6	488	5.0	3.581818181818182
6	492	5.0	3.581818181818182
6	498	4.0	3.571305964190802
6	499	4.0	3.581818181818182
6	500	4.0	3.581818181818182
6	506	4.0	3.581818181818182
6	508	3.0	3.581818181818182
6	509	4.0	3.552688130262145
6	511	5.0	3.581818181818182
6	513	4.0	3.6510020542637696
6	515	4.0	3.581818181818182
6	517	4.0	3.581818181818182
6	518	3.0	3.552688130262145
6	521	4.0	3.700001472243885
6	523	5.0	3.581818181818182
6	524	3.0	3.581818181818182
6	525	5.0	3.622119598146798
6	526	3.0	3.581818181818182
6	528	4.0	3.581818181818182
